index,pred
27797,5 顆星
29633,1 顆星
5781,4 顆星
29318,5 顆星
4147,1 顆星
904,1 顆星
10875,1 顆星
31399,1 顆星
12113,5 顆星
13531,5 顆星
30395,5 顆星
24155,1 顆星
20158,5 顆星
28495,5 顆星
7685,1 顆星
1566,5 顆星
1638,1 顆星
7363,5 顆星
3931,5 顆星
27874,1 顆星
16663,5 顆星
18754,5 顆星
4885,1 顆星
10592,3 顆星
20603,5 顆星
875,1 顆星
24255,1 顆星
7069,2 顆星
29254,5 顆星
14365,1 顆星
22470,5 顆星
5112,5 顆星
12257,3 顆星
26928,5 顆星
3174,1 顆星
6034,5 顆星
27,1 顆星
7806,5 顆星
12228,1 顆星
2847,4 顆星
19658,5 顆星
19479,2 顆星
17287,5 顆星
20820,1 顆星
30978,1 顆星
25738,5 顆星
15236,1 顆星
15795,1 顆星
10814,1 顆星
28177,1 顆星
22693,1 顆星
18603,1 顆星
17219,1 顆星
16726,4 顆星
19271,5 顆星
10212,1 顆星
30534,5 顆星
5289,1 顆星
6616,3 顆星
7999,5 顆星
30436,1 顆星
24626,5 顆星
5052,5 顆星
6624,5 顆星
2009,1 顆星
30402,1 顆星
20757,1 顆星
28781,1 顆星
10082,5 顆星
29187,5 顆星
5682,5 顆星
9663,5 顆星
15861,3 顆星
6784,5 顆星
3573,1 顆星
26678,5 顆星
12034,5 顆星
2632,5 顆星
14688,1 顆星
18400,1 顆星
24502,1 顆星
28684,1 顆星
28367,5 顆星
7855,1 顆星
4115,5 顆星
17253,5 顆星
11352,1 顆星
25897,1 顆星
24685,1 顆星
23019,1 顆星
17048,5 顆星
9642,4 顆星
11245,1 顆星
3062,5 顆星
21727,5 顆星
5341,5 顆星
28617,5 顆星
17895,5 顆星
20353,1 顆星
22108,4 顆星
19871,5 顆星
19944,1 顆星
30815,1 顆星
13033,5 顆星
30689,5 顆星
9875,1 顆星
28043,1 顆星
12487,1 顆星
25437,1 顆星
22499,1 顆星
8613,1 顆星
14642,1 顆星
25369,5 顆星
13892,5 顆星
961,5 顆星
5390,5 顆星
23566,5 顆星
1923,1 顆星
2254,5 顆星
18857,1 顆星
23886,1 顆星
27518,1 顆星
15948,5 顆星
18127,1 顆星
23366,3 顆星
24971,1 顆星
24099,4 顆星
24516,1 顆星
6658,4 顆星
11893,1 顆星
7878,4 顆星
3448,1 顆星
30655,5 顆星
768,4 顆星
101,1 顆星
28153,1 顆星
18686,1 顆星
12402,1 顆星
13769,5 顆星
24090,1 顆星
18806,4 顆星
12580,5 顆星
4469,5 顆星
10876,1 顆星
13800,5 顆星
25898,1 顆星
10367,5 顆星
22345,1 顆星
30862,5 顆星
8391,4 顆星
3617,5 顆星
30955,4 顆星
16557,5 顆星
13803,1 顆星
14197,1 顆星
26848,5 顆星
18470,5 顆星
21895,1 顆星
7653,1 顆星
805,5 顆星
11024,5 顆星
21691,1 顆星
29019,5 顆星
2520,5 顆星
1165,1 顆星
22166,1 顆星
16364,1 顆星
30621,5 顆星
4078,1 顆星
4209,1 顆星
14889,1 顆星
19051,1 顆星
2497,1 顆星
5528,5 顆星
4326,5 顆星
10590,5 顆星
25709,5 顆星
17453,4 顆星
22789,1 顆星
27713,5 顆星
1737,3 顆星
7318,1 顆星
12831,5 顆星
16055,1 顆星
9782,1 顆星
10441,1 顆星
2272,1 顆星
939,5 顆星
22830,5 顆星
10533,1 顆星
21672,5 顆星
30516,5 顆星
25981,5 顆星
1169,5 顆星
18811,1 顆星
8304,1 顆星
8594,1 顆星
5275,4 顆星
19033,5 顆星
9535,5 顆星
25679,5 顆星
24659,1 顆星
28697,5 顆星
12636,1 顆星
9653,5 顆星
17643,1 顆星
5342,1 顆星
369,1 顆星
23770,5 顆星
15852,5 顆星
1050,2 顆星
7171,5 顆星
26276,1 顆星
11170,1 顆星
6055,1 顆星
17132,5 顆星
10745,1 顆星
12595,5 顆星
3449,5 顆星
27126,5 顆星
15995,5 顆星
11211,1 顆星
20000,1 顆星
21083,1 顆星
21960,1 顆星
15456,1 顆星
11664,1 顆星
5187,5 顆星
19456,5 顆星
9825,5 顆星
10491,1 顆星
31048,1 顆星
6914,1 顆星
6998,5 顆星
8147,5 顆星
22464,1 顆星
200,1 顆星
15062,1 顆星
4065,1 顆星
172,1 顆星
24171,1 顆星
8340,5 顆星
18922,1 顆星
27860,1 顆星
24758,1 顆星
24290,5 顆星
25473,1 顆星
14570,1 顆星
11031,5 顆星
22183,1 顆星
15731,1 顆星
13035,1 顆星
14393,1 顆星
10685,5 顆星
12788,5 顆星
4657,1 顆星
21121,1 顆星
19285,5 顆星
21110,5 顆星
26259,1 顆星
23799,1 顆星
16030,1 顆星
26042,5 顆星
5023,5 顆星
27254,2 顆星
30662,5 顆星
29726,1 顆星
16531,5 顆星
15259,1 顆星
11316,5 顆星
24355,4 顆星
14035,5 顆星
2882,4 顆星
22837,1 顆星
23849,5 顆星
24529,1 顆星
10776,5 顆星
1719,5 顆星
22446,5 顆星
10557,1 顆星
9377,5 顆星
410,1 顆星
5614,5 顆星
10604,1 顆星
2212,5 顆星
8639,5 顆星
25973,1 顆星
4071,1 顆星
5755,5 顆星
840,1 顆星
7883,3 顆星
14028,5 顆星
18061,1 顆星
9984,1 顆星
6333,5 顆星
4429,5 顆星
30786,5 顆星
21014,5 顆星
14282,1 顆星
12858,4 顆星
24729,5 顆星
14220,1 顆星
28938,4 顆星
4504,1 顆星
30802,1 顆星
26727,3 顆星
24061,1 顆星
28312,1 顆星
2542,1 顆星
22267,1 顆星
20948,5 顆星
18351,2 顆星
20721,1 顆星
18544,5 顆星
10907,5 顆星
25372,5 顆星
20622,1 顆星
15398,5 顆星
14389,5 顆星
22118,1 顆星
11818,1 顆星
7580,1 顆星
7848,1 顆星
7985,1 顆星
22412,5 顆星
23180,5 顆星
16998,1 顆星
6923,1 顆星
31346,5 顆星
8873,5 顆星
18912,1 顆星
4035,1 顆星
15551,5 顆星
18911,1 顆星
16955,1 顆星
1567,1 顆星
18620,5 顆星
19182,5 顆星
25370,5 顆星
12549,5 顆星
9201,1 顆星
21941,1 顆星
7928,5 顆星
11898,5 顆星
7733,1 顆星
21974,5 顆星
5772,4 顆星
21463,5 顆星
23186,1 顆星
4934,5 顆星
9034,5 顆星
19177,1 顆星
26532,5 顆星
21072,1 顆星
17738,1 顆星
907,5 顆星
8629,1 顆星
24848,1 顆星
15189,5 顆星
12166,5 顆星
25003,1 顆星
17291,1 顆星
26320,5 顆星
25605,5 顆星
15519,1 顆星
20521,5 顆星
5984,5 顆星
12770,3 顆星
615,5 顆星
26645,5 顆星
5372,5 顆星
23462,1 顆星
5153,5 顆星
30489,1 顆星
10437,1 顆星
19500,5 顆星
5715,5 顆星
16922,5 顆星
14241,1 顆星
16181,5 顆星
3771,5 顆星
29885,1 顆星
8950,5 顆星
3866,5 顆星
9941,1 顆星
26308,1 顆星
27686,1 顆星
12099,4 顆星
776,1 顆星
21382,1 顆星
22956,1 顆星
30221,3 顆星
16995,2 顆星
20028,1 顆星
20467,1 顆星
15046,1 顆星
18078,1 顆星
4569,1 顆星
21867,1 顆星
19052,5 顆星
29239,5 顆星
3060,5 顆星
24582,1 顆星
24707,1 顆星
22496,3 顆星
24614,5 顆星
17006,5 顆星
23424,5 顆星
8952,1 顆星
7025,1 顆星
1285,5 顆星
20823,1 顆星
25288,4 顆星
22050,5 顆星
1692,5 顆星
345,1 顆星
21082,5 顆星
14194,5 顆星
20054,3 顆星
14790,1 顆星
4182,1 顆星
9986,1 顆星
6171,5 顆星
22678,1 顆星
23094,5 顆星
26635,5 顆星
2612,1 顆星
6976,5 顆星
24732,5 顆星
23515,5 顆星
15576,1 顆星
27736,1 顆星
18441,5 顆星
5229,4 顆星
19142,1 顆星
8864,1 顆星
27090,5 顆星
5800,4 顆星
17907,5 顆星
26715,1 顆星
17221,1 顆星
8418,1 顆星
19876,5 顆星
29505,1 顆星
5459,1 顆星
3453,3 顆星
20267,5 顆星
9798,1 顆星
1879,1 顆星
23434,1 顆星
21426,1 顆星
6185,1 顆星
28305,5 顆星
20686,1 顆星
3944,5 顆星
7849,5 顆星
21777,1 顆星
25318,1 顆星
22282,1 顆星
28307,1 顆星
22048,5 顆星
11096,1 顆星
18739,1 顆星
29588,1 顆星
19738,5 顆星
10898,5 顆星
19719,1 顆星
27563,5 顆星
3886,5 顆星
10243,5 顆星
14054,1 顆星
14895,1 顆星
7669,5 顆星
30687,2 顆星
145,1 顆星
25471,2 顆星
16605,5 顆星
11908,4 顆星
5094,5 顆星
30514,1 顆星
30254,1 顆星
8357,1 顆星
24720,5 顆星
29196,1 顆星
28406,5 顆星
3855,1 顆星
11319,5 顆星
23270,1 顆星
30466,2 顆星
12161,1 顆星
15760,1 顆星
20153,5 顆星
19763,5 顆星
3949,4 顆星
2444,2 顆星
5577,1 顆星
14593,1 顆星
23938,1 顆星
2450,1 顆星
31378,5 顆星
13190,1 顆星
21706,1 顆星
28329,1 顆星
11006,1 顆星
20475,1 顆星
24117,1 顆星
5069,5 顆星
4767,2 顆星
29841,5 顆星
11271,5 顆星
19563,5 顆星
22126,2 顆星
12599,5 顆星
14569,1 顆星
26357,1 顆星
9412,1 顆星
25,5 顆星
4485,5 顆星
4841,1 顆星
25766,5 顆星
25729,1 顆星
8148,5 顆星
5561,1 顆星
17544,1 顆星
27093,5 顆星
15670,5 顆星
1572,5 顆星
10585,1 顆星
17749,5 顆星
19486,1 顆星
2174,3 顆星
13781,1 顆星
22874,1 顆星
5042,5 顆星
16259,4 顆星
2496,1 顆星
26671,5 顆星
7659,5 顆星
27956,1 顆星
25291,1 顆星
23427,1 顆星
7079,5 顆星
21906,5 顆星
1680,1 顆星
26711,4 顆星
1833,1 顆星
16132,1 顆星
14530,1 顆星
25334,1 顆星
3312,5 顆星
17191,5 顆星
24470,1 顆星
1155,1 顆星
7221,5 顆星
1701,5 顆星
25618,4 顆星
7441,5 顆星
23258,1 顆星
3706,1 顆星
5315,5 顆星
1294,4 顆星
19627,1 顆星
17557,5 顆星
27287,1 顆星
24749,1 顆星
25430,1 顆星
1332,1 顆星
25233,1 顆星
26801,5 顆星
16002,5 顆星
29058,5 顆星
3103,2 顆星
25986,1 顆星
21038,2 顆星
22617,1 顆星
19999,1 顆星
1039,1 顆星
773,1 顆星
17329,1 顆星
27968,5 顆星
9,5 顆星
24789,1 顆星
13265,1 顆星
317,1 顆星
12036,1 顆星
26912,5 顆星
25911,5 顆星
2136,2 顆星
28044,4 顆星
28612,1 顆星
516,1 顆星
7754,1 顆星
28996,1 顆星
20374,5 顆星
9515,1 顆星
21155,5 顆星
30910,1 顆星
14958,1 顆星
4822,1 顆星
12715,5 顆星
22425,1 顆星
2901,1 顆星
8036,5 顆星
13509,1 顆星
30959,5 顆星
22161,5 顆星
17741,1 顆星
3016,5 顆星
17426,1 顆星
23048,1 顆星
27745,5 顆星
5638,5 顆星
3535,5 顆星
18975,5 顆星
16483,5 顆星
3909,1 顆星
31145,1 顆星
9958,5 顆星
25036,1 顆星
29564,5 顆星
10004,1 顆星
31207,1 顆星
26708,1 顆星
23660,5 顆星
20063,1 顆星
25925,5 顆星
23196,5 顆星
11231,5 顆星
8559,1 顆星
4460,5 顆星
8705,5 顆星
14437,5 顆星
804,1 顆星
15339,1 顆星
6338,5 顆星
20649,1 顆星
17819,1 顆星
29269,1 顆星
13360,1 顆星
15592,1 顆星
15808,5 顆星
28512,1 顆星
6028,5 顆星
25332,5 顆星
18051,5 顆星
4628,5 顆星
19192,1 顆星
31156,1 顆星
10986,1 顆星
7940,5 顆星
2603,5 顆星
19840,1 顆星
20662,1 顆星
23066,1 顆星
20350,1 顆星
3780,5 顆星
24080,5 顆星
4871,5 顆星
10379,1 顆星
28526,1 顆星
27529,1 顆星
27460,3 顆星
29966,1 顆星
3741,1 顆星
22772,1 顆星
14719,5 顆星
20498,1 顆星
6850,5 顆星
30808,5 顆星
13178,1 顆星
4242,5 顆星
11206,1 顆星
30532,5 顆星
31044,1 顆星
8614,1 顆星
24743,1 顆星
6674,5 顆星
9259,5 顆星
4638,1 顆星
31065,5 顆星
20330,1 顆星
2874,5 顆星
10980,1 顆星
10848,1 顆星
1707,5 顆星
18958,1 顆星
29779,5 顆星
11612,5 顆星
1072,1 顆星
24873,1 顆星
4765,5 顆星
4427,1 顆星
14816,5 顆星
4881,5 顆星
31164,1 顆星
16370,5 顆星
21200,1 顆星
30340,1 顆星
4101,4 顆星
24070,5 顆星
17498,1 顆星
17478,3 顆星
7851,1 顆星
15184,5 顆星
4666,5 顆星
14063,4 顆星
19387,5 顆星
9359,5 顆星
25795,5 顆星
696,1 顆星
981,1 顆星
24170,1 顆星
19745,5 顆星
7604,5 顆星
420,1 顆星
27227,1 顆星
12267,5 顆星
28774,1 顆星
28824,5 顆星
7887,5 顆星
24389,1 顆星
3285,1 顆星
29650,4 顆星
30811,1 顆星
19765,1 顆星
21610,1 顆星
31027,5 顆星
7926,1 顆星
12970,1 顆星
21301,5 顆星
5604,4 顆星
11731,5 顆星
16714,1 顆星
20559,5 顆星
6581,2 顆星
13909,5 顆星
25260,1 顆星
1941,1 顆星
2806,1 顆星
7841,1 顆星
13581,1 顆星
13674,1 顆星
21701,5 顆星
2657,1 顆星
20343,1 顆星
20431,5 顆星
19837,5 顆星
23803,5 顆星
27515,1 顆星
8590,5 顆星
30949,1 顆星
25787,2 顆星
11709,1 顆星
25600,1 顆星
764,5 顆星
13287,5 顆星
13772,1 顆星
6530,2 顆星
2602,1 顆星
15517,1 顆星
21117,1 顆星
8458,1 顆星
23359,1 顆星
16255,2 顆星
30938,1 顆星
22903,3 顆星
26050,5 顆星
18017,5 顆星
4272,1 顆星
10739,1 顆星
31171,5 顆星
17615,1 顆星
21519,1 顆星
30077,1 顆星
2738,1 顆星
10790,1 顆星
14936,1 顆星
18733,1 顆星
14701,5 顆星
4449,5 顆星
4755,1 顆星
7373,5 顆星
22539,1 顆星
14847,5 顆星
4745,5 顆星
23097,5 顆星
11900,1 顆星
10085,5 顆星
27882,5 顆星
4369,3 顆星
31081,1 顆星
17029,5 顆星
10689,4 顆星
14933,1 顆星
26201,2 顆星
25038,5 顆星
19221,1 顆星
27138,5 顆星
14949,5 顆星
25979,1 顆星
9161,5 顆星
15171,1 顆星
12598,5 顆星
24885,1 顆星
9611,1 顆星
12976,5 顆星
26045,1 顆星
25107,1 顆星
29153,5 顆星
28221,1 顆星
18021,5 顆星
30652,1 顆星
5248,5 顆星
3088,1 顆星
9590,1 顆星
25436,5 顆星
18977,5 顆星
8793,1 顆星
15549,5 顆星
2796,5 顆星
6877,1 顆星
16634,5 顆星
11689,5 顆星
5286,1 顆星
8226,1 顆星
6081,5 顆星
21002,5 顆星
3097,4 顆星
26297,1 顆星
26860,1 顆星
205,5 顆星
30050,5 顆星
28727,1 顆星
3764,1 顆星
23707,1 顆星
16460,1 顆星
26149,1 顆星
4470,3 顆星
4455,5 顆星
4609,5 顆星
12279,5 顆星
3981,1 顆星
20333,5 顆星
27523,1 顆星
18798,1 顆星
22205,5 顆星
9060,1 顆星
1306,4 顆星
21451,1 顆星
18471,1 顆星
30426,5 顆星
2873,5 顆星
24344,1 顆星
29528,5 顆星
21442,1 顆星
16659,5 顆星
20061,2 顆星
7833,1 顆星
11690,5 顆星
1183,1 顆星
30922,1 顆星
9229,5 顆星
29286,1 顆星
18700,1 顆星
26639,4 顆星
28567,5 顆星
29042,5 顆星
12852,5 顆星
11523,1 顆星
8456,1 顆星
30683,4 顆星
26062,5 顆星
10938,1 顆星
25998,5 顆星
12438,1 顆星
106,1 顆星
5099,5 顆星
1755,1 顆星
20594,5 顆星
16689,5 顆星
10271,5 顆星
16579,3 顆星
27407,1 顆星
9711,5 顆星
18591,5 顆星
6876,4 顆星
19784,4 顆星
29530,1 顆星
16147,1 顆星
29769,1 顆星
14817,1 顆星
18195,5 顆星
549,1 顆星
19120,1 顆星
6297,5 顆星
13586,1 顆星
21106,1 顆星
18790,1 顆星
30763,1 顆星
6596,4 顆星
27714,5 顆星
29392,1 顆星
5697,5 顆星
28675,1 顆星
30737,1 顆星
16733,1 顆星
29767,1 顆星
29141,1 顆星
9392,5 顆星
3794,5 顆星
30993,2 顆星
27166,1 顆星
3197,1 顆星
4128,5 顆星
29031,5 顆星
21612,1 顆星
12854,2 顆星
10824,5 顆星
4234,1 顆星
8598,5 顆星
28985,1 顆星
22727,1 顆星
21982,1 顆星
10315,1 顆星
9302,4 顆星
7087,5 顆星
2089,1 顆星
26,5 顆星
4875,4 顆星
15195,1 顆星
27674,1 顆星
18651,1 顆星
14619,1 顆星
5254,1 顆星
28890,1 顆星
14748,1 顆星
25245,5 顆星
14836,1 顆星
15564,1 顆星
10696,1 顆星
16980,4 顆星
14316,1 顆星
28501,5 顆星
17068,1 顆星
14846,4 顆星
87,5 顆星
28886,1 顆星
17460,1 顆星
26407,5 顆星
27438,4 顆星
15086,1 顆星
20191,1 顆星
30874,1 顆星
8992,1 顆星
7261,5 顆星
1088,5 顆星
13236,5 顆星
17395,5 顆星
31168,1 顆星
26413,1 顆星
19329,4 顆星
14204,1 顆星
6886,1 顆星
10276,1 顆星
16667,1 顆星
10403,1 顆星
11597,5 顆星
20708,1 顆星
588,5 顆星
18171,5 顆星
12176,2 顆星
15525,4 顆星
5865,5 顆星
6202,4 顆星
18063,1 顆星
9848,5 顆星
11491,5 顆星
15544,1 顆星
17168,5 顆星
14002,5 顆星
8283,1 顆星
16116,4 顆星
29522,1 顆星
13627,1 顆星
