index,pred
29584,5 顆星
11179,5 顆星
19088,1 顆星
29811,5 顆星
24823,5 顆星
4492,1 顆星
2694,3 顆星
3485,1 顆星
1253,1 顆星
1842,5 顆星
26469,4 顆星
20602,3 顆星
3811,1 顆星
14346,1 顆星
27844,1 顆星
9428,1 顆星
6813,4 顆星
21818,4 顆星
26305,1 顆星
15684,1 顆星
20723,3 顆星
23523,1 顆星
24772,3 顆星
13214,1 顆星
12042,2 顆星
28250,5 顆星
21779,3 顆星
10783,2 顆星
8989,5 顆星
18504,1 顆星
24835,5 顆星
8184,5 顆星
21328,5 顆星
6010,2 顆星
9877,4 顆星
23150,1 顆星
25481,5 顆星
1869,2 顆星
6076,4 顆星
12234,1 顆星
19678,5 顆星
25545,1 顆星
711,4 顆星
29551,1 顆星
12375,3 顆星
29959,3 顆星
22287,1 顆星
26993,1 顆星
17590,2 顆星
11724,2 顆星
28529,4 顆星
1029,1 顆星
2348,1 顆星
29609,2 顆星
9316,5 顆星
7830,1 顆星
497,2 顆星
6902,5 顆星
3912,5 顆星
2739,1 顆星
5138,4 顆星
25368,1 顆星
30307,5 顆星
22189,5 顆星
18966,1 顆星
5480,5 顆星
19053,1 顆星
3279,3 顆星
27797,1 顆星
29633,1 顆星
5781,4 顆星
29318,5 顆星
4147,1 顆星
904,1 顆星
10875,2 顆星
31399,1 顆星
12113,2 顆星
13531,1 顆星
30395,4 顆星
24155,3 顆星
20158,1 顆星
28495,1 顆星
7685,1 顆星
1566,3 顆星
1638,1 顆星
7363,3 顆星
3931,1 顆星
27874,3 顆星
16663,2 顆星
18754,2 顆星
4885,1 顆星
10592,1 顆星
20603,1 顆星
875,1 顆星
24255,1 顆星
7069,4 顆星
29254,1 顆星
14365,4 顆星
22470,1 顆星
5112,1 顆星
12257,5 顆星
26928,4 顆星
3174,1 顆星
6034,2 顆星
27,2 顆星
7806,4 顆星
12228,4 顆星
2847,5 顆星
19658,4 顆星
19479,1 顆星
17287,5 顆星
20820,1 顆星
30978,1 顆星
25738,1 顆星
15236,4 顆星
15795,1 顆星
10814,1 顆星
28177,1 顆星
22693,1 顆星
18603,1 顆星
17219,5 顆星
16726,1 顆星
19271,1 顆星
10212,1 顆星
30534,5 顆星
5289,1 顆星
6616,1 顆星
7999,1 顆星
30436,1 顆星
24626,2 顆星
5052,4 顆星
6624,1 顆星
2009,1 顆星
30402,1 顆星
20757,1 顆星
28781,5 顆星
10082,2 顆星
29187,5 顆星
5682,5 顆星
9663,4 顆星
15861,1 顆星
6784,4 顆星
3573,1 顆星
26678,4 顆星
12034,1 顆星
2632,1 顆星
14688,1 顆星
18400,5 顆星
24502,1 顆星
28684,3 顆星
28367,3 顆星
7855,5 顆星
4115,4 顆星
17253,5 顆星
11352,1 顆星
25897,4 顆星
24685,1 顆星
23019,2 顆星
17048,4 顆星
9642,1 顆星
11245,5 顆星
3062,1 顆星
21727,3 顆星
5341,2 顆星
28617,5 顆星
17895,1 顆星
20353,5 顆星
22108,1 顆星
19871,1 顆星
19944,1 顆星
30815,4 顆星
13033,5 顆星
30689,5 顆星
9875,3 顆星
28043,3 顆星
12487,1 顆星
25437,2 顆星
22499,2 顆星
8613,1 顆星
14642,1 顆星
25369,3 顆星
13892,1 顆星
961,5 顆星
5390,5 顆星
23566,1 顆星
1923,5 顆星
2254,1 顆星
18857,3 顆星
23886,1 顆星
27518,1 顆星
15948,1 顆星
18127,5 顆星
23366,4 顆星
24971,5 顆星
24099,1 顆星
24516,5 顆星
6658,5 顆星
11893,5 顆星
7878,1 顆星
3448,1 顆星
30655,1 顆星
768,1 顆星
101,1 顆星
28153,2 顆星
18686,2 顆星
12402,5 顆星
13769,1 顆星
24090,2 顆星
18806,1 顆星
12580,2 顆星
4469,4 顆星
10876,1 顆星
13800,5 顆星
25898,1 顆星
10367,1 顆星
22345,1 顆星
30862,1 顆星
8391,1 顆星
3617,3 顆星
30955,1 顆星
16557,1 顆星
13803,5 顆星
14197,1 顆星
26848,2 顆星
18470,1 顆星
21895,1 顆星
7653,2 顆星
805,4 顆星
11024,5 顆星
21691,5 顆星
29019,1 顆星
2520,1 顆星
1165,1 顆星
22166,2 顆星
16364,2 顆星
30621,1 顆星
4078,4 顆星
4209,5 顆星
14889,3 顆星
19051,1 顆星
2497,1 顆星
5528,1 顆星
4326,1 顆星
10590,1 顆星
25709,1 顆星
17453,1 顆星
22789,5 顆星
27713,3 顆星
1737,1 顆星
7318,5 顆星
12831,5 顆星
16055,5 顆星
9782,5 顆星
10441,3 顆星
2272,1 顆星
939,5 顆星
22830,1 顆星
10533,1 顆星
21672,1 顆星
30516,5 顆星
25981,1 顆星
1169,4 顆星
18811,5 顆星
8304,1 顆星
8594,1 顆星
5275,1 顆星
19033,1 顆星
9535,5 顆星
25679,2 顆星
24659,1 顆星
28697,4 顆星
12636,5 顆星
9653,4 顆星
17643,1 顆星
5342,1 顆星
369,4 顆星
23770,2 顆星
15852,4 顆星
1050,4 顆星
7171,1 顆星
26276,2 顆星
11170,4 顆星
6055,1 顆星
17132,5 顆星
10745,1 顆星
12595,1 顆星
3449,5 顆星
27126,2 顆星
15995,1 顆星
11211,1 顆星
20000,1 顆星
21083,2 顆星
21960,1 顆星
15456,4 顆星
11664,1 顆星
5187,1 顆星
19456,2 顆星
9825,4 顆星
10491,4 顆星
31048,1 顆星
6914,3 顆星
6998,1 顆星
8147,2 顆星
22464,1 顆星
200,1 顆星
15062,4 顆星
4065,2 顆星
172,1 顆星
24171,3 顆星
8340,2 顆星
18922,5 顆星
27860,1 顆星
24758,1 顆星
24290,4 顆星
25473,5 顆星
14570,4 顆星
11031,5 顆星
22183,1 顆星
15731,1 顆星
13035,1 顆星
14393,1 顆星
10685,2 顆星
12788,5 顆星
4657,3 顆星
21121,2 顆星
19285,5 顆星
21110,2 顆星
26259,1 顆星
23799,1 顆星
16030,1 顆星
26042,1 顆星
5023,2 顆星
27254,5 顆星
30662,5 顆星
29726,1 顆星
16531,2 顆星
15259,1 顆星
11316,5 顆星
24355,5 顆星
14035,1 顆星
2882,5 顆星
22837,3 顆星
23849,1 顆星
24529,1 顆星
10776,1 顆星
1719,2 顆星
22446,5 顆星
10557,1 顆星
9377,2 顆星
410,1 顆星
5614,1 顆星
10604,1 顆星
2212,1 顆星
8639,3 顆星
25973,1 顆星
4071,5 顆星
5755,1 顆星
840,1 顆星
7883,1 顆星
14028,4 顆星
18061,3 顆星
9984,1 顆星
6333,1 顆星
4429,2 顆星
30786,3 顆星
21014,3 顆星
14282,5 顆星
12858,1 顆星
24729,1 顆星
14220,1 顆星
28938,5 顆星
4504,2 顆星
30802,5 顆星
26727,1 顆星
24061,2 顆星
28312,1 顆星
2542,5 顆星
22267,2 顆星
20948,3 顆星
18351,3 顆星
20721,1 顆星
18544,5 顆星
10907,5 顆星
25372,3 顆星
20622,1 顆星
15398,1 顆星
14389,2 顆星
22118,1 顆星
11818,1 顆星
7580,1 顆星
7848,3 顆星
7985,1 顆星
22412,1 顆星
23180,1 顆星
16998,5 顆星
6923,1 顆星
31346,3 顆星
8873,1 顆星
18912,4 顆星
4035,1 顆星
15551,2 顆星
18911,5 顆星
16955,3 顆星
1567,4 顆星
18620,4 顆星
19182,1 顆星
25370,4 顆星
12549,1 顆星
9201,5 顆星
21941,1 顆星
7928,2 顆星
11898,5 顆星
7733,5 顆星
21974,1 顆星
5772,4 顆星
21463,1 顆星
23186,1 顆星
4934,4 顆星
9034,2 顆星
19177,1 顆星
26532,2 顆星
21072,1 顆星
17738,1 顆星
907,1 顆星
8629,1 顆星
24848,5 顆星
15189,4 顆星
12166,5 顆星
25003,3 顆星
17291,2 顆星
26320,2 顆星
25605,4 顆星
15519,1 顆星
20521,5 顆星
5984,1 顆星
12770,5 顆星
615,1 顆星
26645,1 顆星
5372,2 顆星
23462,1 顆星
5153,5 顆星
30489,3 顆星
10437,1 顆星
19500,4 顆星
5715,5 顆星
16922,1 顆星
14241,2 顆星
16181,3 顆星
3771,5 顆星
29885,1 顆星
8950,1 顆星
3866,1 顆星
9941,2 顆星
26308,4 顆星
27686,2 顆星
12099,5 顆星
776,1 顆星
21382,1 顆星
22956,1 顆星
30221,5 顆星
16995,1 顆星
20028,1 顆星
20467,5 顆星
15046,1 顆星
18078,4 顆星
4569,1 顆星
21867,1 顆星
19052,3 顆星
29239,1 顆星
3060,5 顆星
24582,1 顆星
24707,2 顆星
22496,2 顆星
24614,1 顆星
17006,1 顆星
23424,1 顆星
8952,4 顆星
7025,5 顆星
1285,1 顆星
20823,1 顆星
25288,2 顆星
22050,2 顆星
1692,1 顆星
345,1 顆星
21082,5 顆星
14194,2 顆星
20054,3 顆星
14790,1 顆星
4182,4 顆星
9986,3 顆星
6171,1 顆星
22678,1 顆星
23094,1 顆星
26635,1 顆星
2612,3 顆星
6976,5 顆星
24732,1 顆星
23515,3 顆星
15576,3 顆星
27736,3 顆星
18441,2 顆星
5229,2 顆星
19142,1 顆星
8864,2 顆星
27090,5 顆星
5800,1 顆星
17907,1 顆星
26715,1 顆星
17221,5 顆星
8418,1 顆星
19876,5 顆星
29505,2 顆星
5459,1 顆星
3453,3 顆星
20267,5 顆星
9798,1 顆星
1879,1 顆星
23434,1 顆星
21426,3 顆星
6185,2 顆星
28305,1 顆星
20686,5 顆星
3944,1 顆星
7849,4 顆星
21777,3 顆星
25318,5 顆星
22282,2 顆星
28307,2 顆星
22048,1 顆星
11096,1 顆星
18739,1 顆星
29588,5 顆星
19738,4 顆星
10898,1 顆星
19719,1 顆星
27563,1 顆星
3886,5 顆星
10243,1 顆星
14054,1 顆星
14895,5 顆星
7669,1 顆星
30687,3 顆星
145,5 顆星
25471,1 顆星
16605,1 顆星
11908,2 顆星
5094,1 顆星
30514,1 顆星
30254,5 顆星
8357,5 顆星
24720,5 顆星
29196,1 顆星
28406,1 顆星
3855,2 顆星
11319,5 顆星
23270,1 顆星
30466,5 顆星
12161,1 顆星
15760,2 顆星
20153,5 顆星
19763,5 顆星
3949,1 顆星
2444,1 顆星
5577,5 顆星
14593,1 顆星
23938,1 顆星
2450,4 顆星
31378,5 顆星
13190,3 顆星
21706,2 顆星
28329,5 顆星
11006,1 顆星
20475,1 顆星
24117,5 顆星
5069,4 顆星
4767,2 顆星
29841,5 顆星
11271,5 顆星
19563,1 顆星
22126,2 顆星
12599,1 顆星
14569,4 顆星
26357,4 顆星
9412,1 顆星
25,2 顆星
4485,3 顆星
4841,5 顆星
25766,5 顆星
25729,4 顆星
8148,5 顆星
5561,1 顆星
17544,3 顆星
27093,5 顆星
15670,1 顆星
1572,1 顆星
10585,1 顆星
17749,4 顆星
19486,1 顆星
2174,2 顆星
13781,1 顆星
22874,1 顆星
5042,4 顆星
16259,3 顆星
2496,5 顆星
26671,5 顆星
7659,1 顆星
27956,1 顆星
25291,5 顆星
23427,1 顆星
7079,3 顆星
21906,1 顆星
1680,5 顆星
26711,1 顆星
1833,1 顆星
16132,4 顆星
14530,2 顆星
25334,1 顆星
3312,1 顆星
17191,5 顆星
24470,1 顆星
1155,1 顆星
7221,2 顆星
1701,1 顆星
25618,2 顆星
7441,5 顆星
23258,1 顆星
3706,2 顆星
5315,4 顆星
1294,1 顆星
19627,5 顆星
17557,1 顆星
27287,1 顆星
24749,1 顆星
25430,1 顆星
1332,5 顆星
25233,5 顆星
26801,1 顆星
16002,1 顆星
29058,5 顆星
3103,1 顆星
25986,1 顆星
21038,1 顆星
22617,5 顆星
19999,1 顆星
1039,3 顆星
773,1 顆星
17329,5 顆星
27968,1 顆星
9,5 顆星
24789,3 顆星
13265,1 顆星
317,1 顆星
12036,1 顆星
26912,1 顆星
25911,1 顆星
2136,5 顆星
28044,5 顆星
28612,2 顆星
516,1 顆星
7754,1 顆星
28996,2 顆星
20374,1 顆星
9515,1 顆星
21155,1 顆星
30910,2 顆星
14958,1 顆星
4822,1 顆星
12715,4 顆星
22425,5 顆星
2901,1 顆星
8036,1 顆星
13509,1 顆星
30959,5 顆星
22161,4 顆星
17741,1 顆星
3016,5 顆星
17426,2 顆星
23048,2 顆星
27745,1 顆星
5638,4 顆星
3535,4 顆星
18975,5 顆星
16483,5 顆星
3909,5 顆星
31145,1 顆星
9958,4 顆星
25036,5 顆星
29564,1 顆星
10004,5 顆星
31207,2 顆星
26708,1 顆星
23660,2 顆星
20063,1 顆星
25925,1 顆星
23196,1 顆星
11231,1 顆星
8559,1 顆星
4460,1 顆星
8705,1 顆星
14437,1 顆星
804,1 顆星
15339,4 顆星
6338,3 顆星
20649,1 顆星
17819,1 顆星
29269,3 顆星
13360,1 顆星
15592,1 顆星
15808,2 顆星
28512,3 顆星
6028,1 顆星
25332,2 顆星
18051,4 顆星
4628,5 顆星
19192,1 顆星
31156,1 顆星
10986,4 顆星
7940,1 顆星
2603,2 顆星
19840,5 顆星
20662,1 顆星
23066,3 顆星
20350,4 顆星
3780,5 顆星
24080,1 顆星
4871,4 顆星
10379,5 顆星
28526,1 顆星
27529,1 顆星
27460,5 顆星
29966,1 顆星
3741,5 顆星
22772,1 顆星
14719,1 顆星
20498,1 顆星
6850,3 顆星
30808,1 顆星
13178,5 顆星
4242,5 顆星
11206,1 顆星
30532,1 顆星
31044,1 顆星
8614,2 顆星
24743,1 顆星
6674,2 顆星
9259,1 顆星
4638,5 顆星
31065,1 顆星
20330,2 顆星
2874,2 顆星
10980,1 顆星
10848,1 顆星
1707,2 顆星
18958,1 顆星
29779,1 顆星
11612,2 顆星
1072,1 顆星
24873,1 顆星
4765,2 顆星
4427,4 顆星
14816,1 顆星
4881,4 顆星
31164,5 顆星
16370,4 顆星
21200,3 顆星
30340,1 顆星
4101,1 顆星
24070,2 顆星
17498,2 顆星
17478,4 顆星
7851,1 顆星
15184,3 顆星
4666,5 顆星
14063,5 顆星
19387,5 顆星
9359,1 顆星
25795,1 顆星
696,1 顆星
981,3 顆星
24170,1 顆星
19745,1 顆星
7604,4 顆星
420,1 顆星
27227,1 顆星
12267,4 顆星
28774,1 顆星
28824,3 顆星
7887,5 顆星
24389,2 顆星
3285,1 顆星
29650,4 顆星
30811,1 顆星
19765,5 顆星
21610,1 顆星
31027,2 顆星
7926,1 顆星
12970,3 顆星
21301,4 顆星
5604,1 顆星
11731,5 顆星
16714,2 顆星
20559,5 顆星
6581,1 顆星
13909,5 顆星
25260,2 顆星
1941,5 顆星
2806,5 顆星
7841,4 顆星
13581,1 顆星
13674,4 顆星
21701,1 顆星
2657,5 顆星
20343,1 顆星
20431,1 顆星
19837,4 顆星
23803,2 顆星
27515,4 顆星
8590,3 顆星
30949,5 顆星
25787,1 顆星
11709,1 顆星
25600,1 顆星
764,1 顆星
13287,5 顆星
13772,1 顆星
6530,5 顆星
2602,5 顆星
15517,2 顆星
21117,1 顆星
8458,1 顆星
23359,3 顆星
16255,5 顆星
30938,4 顆星
22903,1 顆星
26050,1 顆星
18017,1 顆星
4272,1 顆星
10739,2 顆星
31171,1 顆星
17615,1 顆星
21519,3 顆星
30077,2 顆星
2738,5 顆星
10790,3 顆星
14936,5 顆星
18733,5 顆星
14701,1 顆星
4449,3 顆星
4755,3 顆星
7373,1 顆星
22539,1 顆星
14847,1 顆星
4745,4 顆星
23097,1 顆星
11900,3 顆星
10085,5 顆星
27882,1 顆星
4369,4 顆星
31081,5 顆星
17029,1 顆星
10689,1 顆星
14933,1 顆星
26201,1 顆星
25038,5 顆星
19221,3 顆星
27138,3 顆星
14949,1 顆星
25979,4 顆星
9161,2 顆星
15171,1 顆星
12598,1 顆星
24885,5 顆星
9611,1 顆星
12976,3 顆星
26045,1 顆星
25107,2 顆星
29153,4 顆星
28221,1 顆星
18021,2 顆星
30652,5 顆星
5248,1 顆星
3088,1 顆星
9590,5 顆星
25436,5 顆星
18977,5 顆星
8793,1 顆星
15549,5 顆星
2796,5 顆星
6877,1 顆星
16634,5 顆星
11689,1 顆星
5286,5 顆星
8226,5 顆星
6081,1 顆星
21002,1 顆星
3097,1 顆星
26297,1 顆星
26860,4 顆星
205,1 顆星
30050,1 顆星
28727,1 顆星
3764,3 顆星
23707,1 顆星
16460,1 顆星
26149,1 顆星
4470,5 顆星
4455,1 顆星
4609,5 顆星
12279,3 顆星
3981,5 顆星
20333,5 顆星
27523,1 顆星
18798,1 顆星
22205,1 顆星
9060,1 顆星
1306,1 顆星
21451,2 顆星
18471,5 顆星
30426,1 顆星
2873,1 顆星
24344,2 顆星
29528,5 顆星
21442,4 顆星
16659,4 顆星
20061,2 顆星
7833,4 顆星
11690,4 顆星
1183,2 顆星
30922,5 顆星
9229,3 顆星
29286,1 顆星
18700,1 顆星
26639,4 顆星
28567,5 顆星
29042,1 顆星
12852,5 顆星
11523,1 顆星
8456,1 顆星
30683,4 顆星
26062,5 顆星
10938,4 顆星
25998,2 顆星
12438,1 顆星
106,1 顆星
5099,2 顆星
1755,1 顆星
20594,1 顆星
16689,2 顆星
10271,3 顆星
16579,3 顆星
27407,1 顆星
9711,4 顆星
18591,5 顆星
6876,1 顆星
19784,2 顆星
29530,1 顆星
16147,1 顆星
29769,2 顆星
14817,1 顆星
18195,5 顆星
549,3 顆星
19120,5 顆星
6297,2 顆星
13586,1 顆星
21106,1 顆星
18790,1 顆星
30763,2 顆星
6596,2 顆星
27714,2 顆星
29392,3 顆星
5697,4 顆星
28675,2 顆星
30737,3 顆星
16733,1 顆星
29767,1 顆星
29141,4 顆星
9392,4 顆星
3794,1 顆星
30993,3 顆星
27166,1 顆星
3197,1 顆星
4128,1 顆星
29031,5 顆星
21612,1 顆星
12854,5 顆星
10824,2 顆星
4234,1 顆星
8598,5 顆星
28985,2 顆星
22727,1 顆星
21982,1 顆星
10315,1 顆星
9302,5 顆星
7087,3 顆星
2089,1 顆星
26,5 顆星
4875,2 顆星
15195,4 顆星
27674,1 顆星
18651,5 顆星
14619,1 顆星
5254,5 顆星
28890,1 顆星
14748,1 顆星
25245,3 顆星
14836,1 顆星
15564,5 顆星
10696,1 顆星
16980,5 顆星
14316,1 顆星
28501,5 顆星
17068,3 顆星
14846,1 顆星
87,5 顆星
28886,1 顆星
17460,1 顆星
26407,1 顆星
27438,4 顆星
15086,3 顆星
20191,5 顆星
30874,1 顆星
8992,4 顆星
7261,5 顆星
1088,2 顆星
13236,1 顆星
17395,1 顆星
31168,2 顆星
26413,5 顆星
19329,4 顆星
14204,3 顆星
6886,1 顆星
10276,1 顆星
16667,5 顆星
10403,1 顆星
11597,4 顆星
20708,3 顆星
588,5 顆星
18171,5 顆星
12176,5 顆星
15525,5 顆星
5865,4 顆星
6202,5 顆星
18063,5 顆星
9848,1 顆星
11491,4 顆星
15544,5 顆星
17168,1 顆星
14002,5 顆星
8283,3 顆星
16116,4 顆星
29522,1 顆星
13627,3 顆星
